subject	explanation	seed	level	grammaticality	age	language	comments	sent_with_corefs	baby_cavemanese	cavemanese	S	N	P	O	S'	N'	P'	O'	tense
25	they didn't respect Sam	Sam repaired his bicycle	3	unknown	23	English	None at this time	they didn't respect Sam	they not do	they not do Sam	they	not	do	Sam					past
26	he needed toilet paper.	John went to the store	0	good	51	English	This was pretty fun thanks!	John needed toilet paper	John need	John need paper	John		need	paper					future
26	he had overnight guests	John went to the store	1	good	51	English	This was pretty fun thanks!	John had overnight guests	John have	John have guest	John		have	guest					past
26	his best friend was in town	John went to the store	2	good	51	English	This was pretty fun thanks!	John's best friend was in town	friend be	friend be town	friend		be	town					past
26	he had a job interview	John went to the store	3	good	51	English	This was pretty fun thanks!	John 's best friend had a job interview	friend have	friend have interview	friend		have	interview					past
26	he recently left his wife	John went to the store	4	unknown	51	English	This was pretty fun thanks!	he recently John 's best friend's his wife	he	he			he						future
26	the bus service was unavailable	Maya drove to work	0	good	51	English	This was pretty fun thanks!	the bus service was unavailable	service unavailable	service unavailable	service		unavailable						past
26	a large crater formed in the intersection	Maya drove to work	1	good	51	English	This was pretty fun thanks!	a large crater formed in the intersection	crater form	crater form intersection	crater		form	intersection					past
26	a water main broke	Maya drove to work	2	good	51	English	This was pretty fun thanks!	a water main broke	water break	water break	water		break						past
26	poor installation by the contractors	Maya drove to work	3	good	51	English	This was pretty fun thanks!	poor installation by the contractors	installation	installation contractor			installation	contractor					future
26	they underbid the job to get the work	Maya drove to work	4	unknown	51	English	This was pretty fun thanks!	the contractors underbid the job to get the work	contractor underbid	contractor underbid job	contractor		underbid	job					past
26	his dishwasher was broken	Alex did the dishes	0	good	51	English	This was pretty fun thanks!	Alex's dishwasher was broken	dishwasher broken	dishwasher broken	dishwasher		broken						past
26	his children had put crayons in it	Alex did the dishes	1	good	51	English	This was pretty fun thanks!	Alex's children had put crayons in Alex 's dishwasher	child put	child put crayon	child		put	crayon					past
26	they didn't like the colors and wanted to change them	Alex did the dishes	2	good	51	English	This was pretty fun thanks!	they didn't like the colors and wanted to change them	they not like	they not like color	they	not	like	color					past
26	they thought the colors were too dark	Alex did the dishes	3	good	51	English	This was pretty fun thanks!	children had put crayons in Alex 's dishwasher thought the colors were too dark	child put	child put	child		put						past
26	they were trying to draw pictures of snowflakes	Alex did the dishes	4	unknown	51	English	This was pretty fun thanks!	they were trying to draw pictures of snowflakes	they try	they try draw picture	they		try				draw	picture	past
26	the salad was unavailable	Amy ate a sandwich	0	good	51	English	This was pretty fun thanks!	the salad was unavailable	salad unavailable	salad unavailable	salad		unavailable						past
26	the lettuce was not shipped in time	Amy ate a sandwich	1	good	51	English	This was pretty fun thanks!	the lettuce was not shipped in time	lettuce not shipped	lettuce not shipped time	lettuce	not	shipped	time					past
26	a snow squall prevented the crop from being picked	Amy ate a sandwich	2	good	51	English	This was pretty fun thanks!	a snow squall prevented the crop from being picked	squall prevent	squall prevent pick	squall		prevent	pick					past
26	the workers could not access the fields	Amy ate a sandwich	3	good	51	English	This was pretty fun thanks!	the workers could not access the fields	worker not access	worker not access field	worker	not	access	field					future
26	large amounts of wet snow made the ground muddy	Amy ate a sandwich	4	unknown	51	English	This was pretty fun thanks!	large amounts of wet snow made the ground muddy	amount make	amount make ground muddy	amount		make		ground		muddy		past
26	his auto was in the shop and he needed transportation	Sam repaired his bicycle	0	good	51	English	This was pretty fun thanks!	Sam's auto was in the shop and Sam needed transportation	auto needed	auto needed transportation	auto		needed	transportation					past
26	he previously had been in an accident	Sam repaired his bicycle	1	good	51	English	This was pretty fun thanks!	Sam previously had been in an accident	Sam be	Sam be accident	Sam		be	accident					past
26	an opposum with babies had crossed the highway as he was passing	Sam repaired his bicycle	2	good	51	English	This was pretty fun thanks!	an opposum with babies had crossed the highway as he was passing	opposum cross	opposum cross highway	opposum		cross	highway					past
26	there was a pack of coyotes moving from the hills towards them	Sam repaired his bicycle	3	unknown	51	English	This was pretty fun thanks!	there was a pack of coyotes moving from the hills towards babies	pack be	pack be	pack		be						past
27	he was told to	Alex did the dishes	0	good	31	English	none	Alex was told to	Alex told	Alex told to	Alex		told				to		past
27	his mom didn't want to do them.	Alex did the dishes	1	good	31	English	none	Alex's mom didn't want to do them	mom not want	mom not want do they	mom	not	want				do	they	past
27	she was busy buying crack	Alex did the dishes	2	good	31	English	none	she was busy buying crack	she busy	she busy	she		busy						past
27	shes an addict	Alex did the dishes	3	good	31	English	none	shes an addict	she	she			she						future
27	her father touched her	Alex did the dishes	4	unknown	31	English	none	her father touched her	father touch	father touch she	father		touch	she					past
27	it was broken	Sam repaired his bicycle	0	good	31	English	none	his bicycle was broken	bicycle broken	bicycle broken	bicycle		broken						past
27	someone tried to steal it	Sam repaired his bicycle	1	good	31	English	none	someone tried to steal his bicycle	someone try	someone try steal bicycle	someone		try				steal	bicycle	future
27	they wanted crack money	Sam repaired his bicycle	2	good	31	English	none	they wanted crack money	they want	they want money	they		want	money					future
27	they're an addict	Sam repaired his bicycle	3	good	31	English	none	they're an addict	they addict	they addict	they		addict						present
27	they made some bad life choices	Sam repaired his bicycle	4	unknown	31	English	none	they made some bad life choices	they make	they make choice	they		make	choice					past
27	he wanted to grow pot	Jack read a book about gardening	0	good	31	English	none	Jack wanted to grow pot	Jack want	Jack want grow pot	Jack		want				grow	pot	future
27	buying weed is expensive	Jack read a book about gardening	1	good	31	English	none	buying weed is expensive	weed expensive	weed expensive	weed		expensive						present
27	the federal war on drugs has artificially inflated prices	Jack read a book about gardening	2	good	31	English	none	the federal war on drugs has artificially inflated prices	war have	war have price	war		have	price					present
27	more risk equals more reward	Jack read a book about gardening	3	good	31	English	none	more risk equals more reward	risk equal	risk equal reward	risk		equal	reward					present
27	people want to be paid for risking their lives	Jack read a book about gardening	4	unknown	31	English	none	people want to be paid for risking their lives	people want	people want pay risk	people		want				pay	risk	past
27	her old one was stolen	Meg bought a new computer	0	good	31	English	none	Meg old one was stolen	one stolen	one stolen	one		stolen						past
27	someone broke into her house	Meg bought a new computer	1	good	31	English	none	someone broke into Meg house	someone break	someone break house	someone		break	house					past
27	they wanted her things	Meg bought a new computer	2	good	31	English	none	they wanted Meg things	they want	they want thing	they		want	thing					future
27	they could sell them for drugs	Meg bought a new computer	3	good	31	English	none	they could sell them for drugs	they sell	they sell drug	they		sell	drug					future
27	fence's don't ask a lot of questions	Meg bought a new computer	4	unknown	31	English	none	fence's don't ask a lot of questions	fence	fence			fence						present
27	he wanted a steak	Tom cooked dinner	0	good	31	English	none	Tom wanted a steak	Tom want	Tom want steak	Tom		want	steak					future
27	meat is delicious	Tom cooked dinner	1	good	31	English	none	meat is delicious	meat delicious	meat delicious	meat		delicious						present
27	evolution designed us to derive nutrition from many sources	Tom cooked dinner	2	good	31	English	none	evolution designed us to derive nutrition from many sources	evolution design	evolution design we derive source	evolution		design		we		derive	source	past
27	omnivores have a better chance of surviving in rapidly changing conditions	Tom cooked dinner	3	unknown	31	English	none	omnivores have a better chance of surviving in rapidly changing conditions	omnivore have	omnivore have chance	omnivore		have	chance					present
28	the chain fell off	Sam repaired his bicycle	0	good	25	English		the chain fell off	chain fall	chain fall	chain		fall						past
28	he was riding to fast	Sam repaired his bicycle	1	good	25	English		Sam was riding to fast	Sam ride	Sam ride to	Sam		ride	to					past
28	people were chasing him	Sam repaired his bicycle	2	good	25	English		people were chasing Sam	people chase	people chase Sam	people		chase	Sam					past
28	he robbed a bank	Sam repaired his bicycle	3	good	25	English		Sam robbed a bank	Sam rob	Sam rob bank	Sam		rob	bank					past
28	he needed money	Sam repaired his bicycle	4	unknown	25	English		Sam needed money	Sam need	Sam need money	Sam		need	money					future
28	they were dirty	Alex did the dishes	0	good	25	English		they were dirty	they dirty	they dirty	they		dirty						past
28	nobody else cleaned them	Alex did the dishes	1	good	25	English		nobody else cleaned them	nobody clean	nobody clean they	nobody		clean	they					past
28	they are lazy	Alex did the dishes	2	good	25	English		they are lazy	they lazy	they lazy	they		lazy						present
28	Alex lets them be lazy	Alex did the dishes	3	good	25	English		Alex lets them be lazy	Alex let	Alex let	Alex		let						present
28	he has no back bone	Alex did the dishes	4	unknown	25	English		Alex has no back bone	Alex have	Alex have bone	Alex		have	bone					present
28	her old one was slow	Meg bought a new computer	0	good	25	English		Meg old one was slow	one slow	one slow	one		slow						past
28	it was old	Meg bought a new computer	1	good	25	English		Meg old one was old	one old	one old	one		old						past
28	she bought it years ago	Meg bought a new computer	2	good	25	English		Meg bought Meg old one years ago	Meg buy	Meg buy Meg old	Meg		buy		Meg		old		past
28	she hasn't bought one since then	Meg bought a new computer	3	good	25	English		Meg hasn't bought one since then	Meg not buy	Meg not buy since	Meg	not	buy	since					past
28	she didn't have the money	Meg bought a new computer	4	unknown	25	English		Meg didn't have the money	Meg not have	Meg not have money	Meg	not	have	money					past
28	she was hungry	Amy ate a sandwich	0	good	25	English		Amy was hungry	Amy hungry	Amy hungry	Amy		hungry						past
28	she hadn't eaten	Amy ate a sandwich	1	good	25	English		Amy hadn't eaten	Amy not eat	Amy not eat	Amy	not	eat						past
28	she was busy	Amy ate a sandwich	2	good	25	English		Amy was busy	Amy busy	Amy busy	Amy		busy						past
28	she had to work	Amy ate a sandwich	3	good	25	English		Amy had to work	Amy have	Amy have work	Amy		have				work		future
28	she needed money	Amy ate a sandwich	4	unknown	25	English		Amy needed money	Amy need	Amy need money	Amy		need	money					future
28	she needed to mail something	Jane went to the post office	0	good	25	English		Jane needed to mail something	Jane need	Jane need something	Jane		need	something					future
28	NO_RESPONSE	Jane went to the post office	1	unknown	25	English		NO_RESPONSE	no_response	no_response			no_response						future
28	it was to far to walk	Maya drove to work	0	good	25	English		it was to far to walk	it be	it be walk	it		be				walk		past
28	NO_RESPONSE	Maya drove to work	1	unknown	25	English		NO_RESPONSE	no_response	no_response			no_response						future
29	it was broken	Sam repaired his bicycle	0	good	27	English		his bicycle was broken	bicycle broken	bicycle broken	bicycle		broken						past
29	he had crashed and bent the fender	Sam repaired his bicycle	1	good	27	English		Sam had crashed and bent the fender	Sam crash	Sam crash	Sam		crash						past
29	he wasn't paying attention to where he was going	Sam repaired his bicycle	2	good	27	English		Sam wasn't paying attention to where Sam was going	Sam not pay	Sam not pay go	Sam	not	pay	go					past
29	he saw a pretty girl	Sam repaired his bicycle	3	good	27	English		Sam saw a pretty girl	Sam see	Sam see	Sam		see						past
29	she was wearing a red dress	Sam repaired his bicycle	4	unknown	27	English		she was wearing a red dress	she wear	she wear dress	she		wear	dress					past
29	he wanted to learn how to grow vegetables	Jack read a book about gardening	0	good	27	English		Jack wanted to learn how to grow vegetables	Jack want	Jack want learn	Jack		want				learn		future
29	the vegetables at the store weren't very good	Jack read a book about gardening	1	good	27	English		the vegetables at the store weren't very good	vegetable not good	vegetable not good	vegetable	not	good						past
29	they were covered in pesticides	Jack read a book about gardening	2	good	27	English		they were covered in pesticides	they covered	they covered pesticide	they		covered	pesticide					past
29	there had been a problem with pests that season	Jack read a book about gardening	3	good	27	English		there had been a problem with pests that season	problem	problem pest			problem	pest					past
29	the weather was unseasonably warm	Jack read a book about gardening	4	unknown	27	English		the weather was unseasonably warm	weather warm	weather warm	weather		warm						past
29	he needed milk	John went to the store	0	good	27	English		John needed milk	John need	John need milk	John		need	milk					future
29	he wanted cereal for breakfast	John went to the store	1	good	27	English		John wanted cereal for breakfast	John want	John want breakfast	John		want	breakfast					future
29	he had no more oatmeal	John went to the store	2	good	27	English		John had no more oatmeal	John have	John have oatmeal	John		have	oatmeal					past
29	he ate all of the oatmeal earlier in the week	John went to the store	3	good	27	English		John ate all of the oatmeal earlier in the week	John eat	John eat week	John		eat	week					past
29	it was his favorite breakfast food	John went to the store	4	unknown	27	English		it the week John's favorite breakfast food	it	it			it						future
29	they were dirty	Alex did the dishes	0	good	27	English		they were dirty	they dirty	they dirty	they		dirty						past
29	he had made a complicated dinner the night before	Alex did the dishes	1	good	27	English		Alex had made a complicated dinner the night before	Alex make	Alex make	Alex		make						past
29	he had a date that night	Alex did the dishes	2	good	27	English		Alex had a date that night	Alex have	Alex have date	Alex		have	date					past
29	he'd called around to see if a friend of his was available	Alex did the dishes	3	good	27	English		Alex d called around to see if a friend of Alex's was available	d call	d call see	d		call				see		past
29	he'd always found her cute	Alex did the dishes	4	unknown	27	English		a friend of Alex d always found her cute	friend find	friend find cute	friend		find	cute					past
29	he was hungry	Tom cooked dinner	0	good	27	English		Tom was hungry	Tom hungry	Tom hungry	Tom		hungry						past
29	He'd skipped lunch	Tom cooked dinner	1	good	27	English		He'd skipped lunch	he skip	he skip lunch	he		skip	lunch					past
29	he was very busy at work	Tom cooked dinner	2	good	27	English		Tom was very busy at work	Tom busy	Tom busy work	Tom		busy	work					past
29	there were many projects going on	Tom cooked dinner	3	unknown	27	English		there were many projects going on	project be	project be	project		be						past
